id,景點編號,景點中文名稱,景點特色詳細文字簡述,開放時間,景點之管理權責單位代碼,X坐標,Y坐標,景點分類代碼1,Changetime,地址,景點服務電話,停車資訊,主要停車場X坐標,主要停車場Y坐標,票價及相關價格資料,警告及注意事項,常用搜尋關鍵字
v_87,C1_395000000A_000087,崁頭山孚佑宮,孚佑宮俗稱仙公廟，位於東山區南方崁頭山山麓，是全台仙公祖廟，地位崇高，風景秀麗、山勢雄偉，遠離塵囂更添仙氣，因地勢較高，佇立該宮向四周瞭望，心曠神怡，寵辱皆忘，天氣晴朗時更可將嘉南平原夜景盡收眼底，難怪孚佑帝君呂洞賓雲遊至此，渡化眾生。孚佑宮殿氣勢宏偉，聳然醒目，階梯疊立，步步高升，參訪孚佑宮可順道暢遊該宮12景、18洞，孚佑宮旁左側有塊酷似蟾蜍的奇石，當地人稱之「蟾蜍公」，有一則美麗的傳奇，來到這裡，別忘了探尋一下祂的故事。 ,一~日00:00~24:00,395000000A,120.501180,23.267793,04,2012/09/26 12:00:00,臺南市東山區南勢里14號,886-6-6861502,設有大型停車場,,,,香油錢請隨意，山上容易下雨起霧，請注意保暖,仙公廟
v_88,C1_395000000A_000088,仙湖農場,仙湖農場坐落於嘉南平原，農場面積52公頃，擁有一座獨立山，海拔為300公尺，視野遼闊、空氣清新。於望仙亭上北望大凍山，東北方有崁頭山，東有大尖山、二尖山，東南有牛公嶺、西望嘉南平原，四周風景優美，有如世外桃源般，令人嚮往。農場含蓋生態區、休閒區與農業區，場區植物種類繁多，生態豐富，有專人導覽解說，設有昆蟲館、蝴蝶園，提供遊客享受森林浴之餘，還可認識動植物生態，是一個極適合親子活動的場所，可以享受幽靜的田園之樂。 ,一~日08:00~18:00,395000000A,120.480241,23.263790,09,2012/09/26 12:00:00,臺南市東山區南勢里賀老寮6-2號,886-6-6863635,有中、小型停車場,,,烤肉清潔費用100元,注意蚊蟲叮咬,
v_89,C1_395000000A_000089,東山服務區,南2高的東山服務區為國內最大的公路休息站，佔地1048坪，有別於傳統休息站人車川流、腳步匆忙的特性，東山站以休閒功能居多，處處流洩著悅耳動人的輕音樂，陣陣咖啡香味撲鼻而來，這裡已經成為觀光名景！雖然鄰近山區，東山休息站營造雅痞式都會風情的悠閒感，乍看建築物外觀的櫥窗擺設，以為是座商場，內部則為美食街，站旁有株25公尺高、40公尺寬，巍峨聳立的百年老榕樹，更成為東山休息站的地標，下次有機會走在南2高時，別忘了造訪這間兼具都會與休閒氛圍的美麗休息站。 ,一~日00:00~24:00,395000000A,120.399057,23.286469,12,2012/09/26 12:00:00,臺南市東山區枋子林74-6號,886-6-6230147,設有大型停車場,,,,,
v_90,C1_395000000A_000090,永安高爾夫球場渡假村,永安高爾夫鄉村渡假俱樂部，於1989年在秋高氣爽的台南市東山區班芝花谷動工，自始至終秉持一切合法的信念勤奮拓墾，終於在1993年開放使用，一時之間，成為南台灣天空最亮的休閒巨星！即使秋冬季節，氣候依然怡人，與同季節的北部球場相比，實在是令球友愛好者最嚮往的競技聖地。 ,一~日00:00~24:00,395000000A,120.449621,23.286500,12,2012/09/26 12:00:00,臺南市東山區東原里斑芝花坑39號,886-6-6860188,,,,平日果嶺費2100，假日2520，桿弟700,,
v_91,C1_395000000A_000091,天文教育園區,距東西向快速公路與南2高在10分鐘的車程內，交通便利的大內區「天文教育園區」，主要以影像與實體模型規劃展示，並規劃有多具直徑11~20公分望遠鏡的「平頂觀測室」，與模擬星空的球形「星空展示劇場」、各式相關的展示空間，2006年12月2日開館啟用；前縣長蘇煥智更希望「天文教育園區」能憑藉南台灣的天候優勢，成為天文研究的重心，讓大內區成為「星星的故鄉」！ ,"二~四及日09:00~17:00
五~六09:00~21:00
每週一固定休館",395000000A,120.391220,23.117756,02,2012/09/26 12:00:00,臺南市大內區曲溪里34-2號,886-6-5761076,設有小型停車場,,,,,
v_92,C1_395000000A_000092,走馬瀨休閒農場,"走馬瀨農場是台南市農會用心規劃經營的全國第1個休閒農業主題遊樂園，佔地120 公頃，足足有4個台北大安森林公園之大，從騎馬、滑草、射箭到戲水、玩草又吃草，從半日逍遙遊到多日渡假，農場有多樣多元軟硬體服務設施，滿足所有年齡層的需求。 
場內有150多種野生動物，包括11種保育動物，遍植火焰木、桃花心木、馬拉巴利、光臘樹、楓樹林等林相，因季節而有不同的風貌，後方的大片草原區更是不可錯過的美景，放個好久沒放的風箏吧，躺在草上睡一覺也不錯！ ",一~日00:00~24:00,395000000A,120.429436,23.136996,09,2012/09/26 12:00:00,臺南市大內區二溪里唭哩瓦61號,886-6-5760121,設有大型停車場,,,全票390元、半票350元、團體票350元(含遊憩),注意蚊蟲叮咬，服裝輕便，記得防曬,
v_93,C1_395000000A_000093,西拉雅親子公園,這是一座自然景觀公園，前身為大內公園，因大內區的居民多為西拉雅族，故改名為西拉雅親子公園，園內有親子設施、烤肉露營設施、體能訓練設施、自然景觀步道…等，相當適合全家旅遊，或露營烤肉等活動，是週休2日的好去處。 ,一~日00:00~24:00,395000000A,120.370481,23.142688,12,2012/09/26 12:00:00,台南市大內區東西向快速道路(84)大內、頭社交流道旁,886-6-5792860 ,設有中型停車場,,,,注意蚊蟲叮咬，服裝輕便，記得防曬,
v_94,C1_395000000A_000094,虎形山公園,虎形山山形如猛虎雄踞，故有「虎形山」之名，海拔只有113公尺，是新化丘陵與嘉南平原銜接的最高峰！有山有水，且未受人為破壞，自然生態環境極佳，常可見野生動物。特色有望龍吊橋、森林浴、.露營烤肉遊戲區、環山步道、香草植物區、天然竹林與野生動物，夜間，還有四處飛舞，一閃一閃的螢火蟲。 ,一~日00:00~24:00,395000000A,120.360031,22.964676,12,2012/09/26 12:00:00,台南市龍崎區崎頂里龍崎國小旁,886-6-5941326,學校旁可停車,,,,注意蚊蟲叮咬，步道高低起伏大，請小心,
v_95,C1_395000000A_000095,牛埔農塘,牛埔地區以光禿一片的月世界地形最為特別，牛埔湖的四周都是這樣的地形，四周不同於一般充滿綠意盎然的山景，也迥異於草山月世界一片灰白，這裡毫無枝葉遮掩，形體外貌一一展露眼前，山勢陡峭峻偉，顯得莊嚴，氣勢震人，十分壯觀。山的周圍些許綠意，像似裙襬滾邊一樣，有剛強中帶著些許溫柔的獨特風貌，山矗立在湖的四周，就像湖的守護天使，守護這片湖水。牛埔湖經農林廳規劃建造成人工水壩，作為牛埔村灌溉蓄水之用，並具調節河川流量之功能，湖畔設有涼亭，可以居高俯瞰此湖全貌。 ,一~日09:00~17:00,395000000A,120.409550,22.927513,02,2012/09/26 12:00:00,臺南市東區林森路一段316號,886-6-2684367　,大門外有小型停車場,,,,水深注意危險，服裝宜輕便,
v_96,C1_395000000A_000096,烏山台灣彌猴區,烏山台灣彌侯區是為在台南南化區「內烏山」之大竹崙頂峰及南化「竹仔尖」、「芎蕉湖」等區域，山高大約750公尺，烏山山區原是一座私人設立的場所，這裡擁有上百隻的台灣彌猴在此居住，因而形成這樣的一個特殊生態環境，每日在保護區內餵養的就是被當地人稱為「彌猴爺爺」的林炳修先生，市府為保育山上野生台灣獼猴進而規劃成區，目前免費開放參觀，獼猴保護區位在海拔約五百多公尺，數量約在四、五十隻左右，因長期人工飼養，已屬半野生動物，成群獼猴在非果季較為集中，常在清晨活躍覓食，不過，台灣獼猴野性仍在，遊客上山賞猴，餵食水果時切忌挑逗，以免遭到猴群攻擊。除了野生台灣獼猴之外，區內還有白鼻心、赤腹松鼠、野兔、野鳥、螢火蟲、樹蛙、蝴蝶等動植物生態豐富，路過烏山的遊客，不妨停下腳步到彌猴爺爺的烏山，來欣賞一下這裡的風景和這一群野生但是被飼養的台灣彌猴們。 ,一~日00:00~24:00,395000000A,120.495207,23.024951,02,2012/09/26 12:00:00,台南市南化區東農路五?山龍湖寺附近,886-6-5771513,設有小型停車場,,,,彌猴生性敏感，餵食要小心並隨時注意自身安全.賞猴及餵食猴群時，千萬不可以食物挑逗引誘，或做出擲石及挑釁動作，以免遭到猴群的攻擊，野生獼猴對穿紅衣者特別有興趣，親近猴群時請保持距離及注意自身安全,猴仔山 
v_97,C1_395000000A_000097,玉山寶光聖堂,玉山寶光聖堂位於南化區玉山里，為南橫公路最明顯的起點，是一貫道寶光組玉山支脈的道場之一，也是南台灣最大的一貫道場。台南市要找一處如此依山傍水、曲流迴繞、氣勢雄渾的廟宇，應該只有此處了，新南瀛勝景以「寶光朝聖」立碑於此。殿宇依山勢修築、美輪美奐，擁有極佳之視野，佔地20公頃，連腹地則達40公頃，從入口山門至山頂大花園步步高昇，充滿朝聖瞻仰之氣氛，直登山頂，可眺賞曲流及南橫山道。一貫道5教合一，多神信仰，以每年清明舉辦春祭規模最大，每3年則舉辦1次秋祭儀式，全程皆遵循古禮進行，相當莊嚴隆重。 ,一~日08:30~16:30,395000000A,120.514569,23.069047,04,2012/09/26 12:00:00,臺南市南化區玉山里17-1號,886-6-5772229,設有大型停車場,,,,香油錢請隨意,
v_98,C1_395000000A_000098,南化水庫,南化水庫位在南化區玉山里的東方，由南化區北寮沿台二十線省道(南橫公路)往甲仙方向。自一九八八年興建，於一九九四年完工，主要供應大台南和大高雄地區的公共給水兼具觀光旅遊。南化水庫係「行政院十四項重大經建計畫」之一，為了增加南化水庫的進水量，南區水利局在甲仙六義山進行了鑿山取水的浩大工程，將鹿鳴山穿孔取楠梓仙溪的河水，以注入南化水庫。南化水庫的上游關山里有不少瀑布、溪谷等景觀，還有一個「幽情瀑布」旁邊水潭的大石塊裡面有如水簾洞的山洞。沿南175線道路往關山里(瑞峰國小)途中，約十二公里長的湖畔公路，處處可見另類的南化水庫。南化水庫大壩下方是?吧哖古戰場，南化區公所並在此成立軍史公園、環保公園、親水公園合稱為「源之旅休閒公園」。,一~日00:00~24:00,395000000A,120.537159,23.086559,12,2012/09/26 12:00:00,臺南市南化區玉山里139號,886-6-5772896,設有小型停車場,,,,夏季午後多雷陣雨，請攜帶雨具及望遠鏡,
v_99,C1_395000000A_000099,亞蔬—世界蔬菜中心,亞蔬—世界蔬菜中心（原稱為亞洲蔬菜研究發展中心）是全球最主要從事蔬菜研究發展的國際農業研究機構。亞蔬中心自一九七一年成立以來，蒐集與利用全球蔬菜種原，育成與改良蔬菜品種，開發蔬菜生產與加工技術，提高蔬菜的產量與品質，並訓練農業研究及推廣人才，以協助改善開發中國家人民的營養狀況並增加農民收入。亞蔬中心結合了來自二十多個國家的專家及約二百五十位地主國的研究、技術及行政精英，共同投入蔬菜研究發展任務。亞蔬中心研究人員的辛勤努力、孜孜不懈，不但造福農業農民，也使得平常百姓皆能以低廉的價格，吃到既甜美又營養的蔬菜。,只開放給團體預約參觀,395000000A,120.298091,23.114181,13,2012/09/26 12:00:00,臺南市善化區益民寮60號,886-6-5837801,,,,,只開放給團體預約參觀,
v_100,C1_395000000A_000100,成功國小蝴蝶園,校區環境優美，植物種類繁多，配合政府生態保育政策，於校園內成立結合教育環保及休閒觀光的蝴蝶生態園，培育的蝴蝶有20多種，大多是自行繁衍、野外採集，或是賞蝶人士提供，另設有蝴蝶標本館，館內有蝴蝶及其他昆蟲標本約100多種，是戶外教學的最佳場所。,一~五 09:00~15:30,395000000A,120.180441,23.121387,02,2012/09/26 12:00:00,臺南市西港區竹林里11號,886-6-7952204 ,,,,,,
v_101,C1_395000000A_000101,西港慶安宮,已有300餘年歷史的西港慶安宮，據傳為鄭成功來台後，派駐部隊於西港，軍中一位堪輿家發現鯉魚靈穴，於是就地興建了慶安宮。廟裡現主祀天上聖母、12瘟王等神衹，香火極盛，聲威遠播，長年吸引大批香客，而有「西港香」之稱。慶安宮歷經整建，殿宇建築瑰麗、色彩典雅，康熙年間「后德配天」的古匾，懸在後殿彷彿述說慶安宮的滄桑與美麗；乾隆年間所立「安定里向忠亭碑」，碑文雖已磨損難辨，但仍可想像出當時朱一貴事件之盛，與清政府順利敉平之愾。,一~日00:00~24:00,395000000A,120.201944,23.121239,04,2012/09/26 12:00:00,臺南市西港區慶安路32號,886-6-7951034,停周邊路上,,,,香油錢請隨意,西港香
v_102,C1_395000000A_000102,台江生態文化園區,"台南的後花園，台南最年輕的土地。 有大片的魚塭、鹽田，加上紅樹林、 鳥類等生態資源、空氣清新的「台江」， 為台南最具自然之美遼闊土地。 
晶白的鹽田在陽光下閃耀，遠來的候鳥在天空飛翔，坐在管筏感受著陽光從茂密的紅樹林中透進來的驚喜，小朋友歡樂的體驗漁家風情，這就是台江生態文化園區。
走一趟台江文化園區，除了生態教育更有歷史深義，可說是適合全家生態之旅的好所在。 ",一~日00:00~24:00,395000000A,120.135557,23.019264,02,2012/09/26 12:00:00,臺南市安平區城平路2號,886-6-3910000,,,,,,
v_103,C1_395000000A_000103,亞歷山大蝴蝶生態教育農場,亞力山大蝴蝶生態農場位於仁德交流道附近，占地約5000坪，館內包含了昆蟲蝴蝶展覽館、海洋生物貝殼化石館、蝴蝶生態園、可愛動物區以及季節性農作物教學採摘區；並設有焢窯、野餐及烤肉區，非常適合父母親帶小朋友或是全班班遊活動。農場還會不定期舉辦昆蟲營隊活動，若想深刻了解蝴蝶的生態總總，也可以請館長親自出馬解說，此外館內還有提供獨角仙、鍬形蟲、金龜子、蝴蝶等昆蟲飼養觀察。館長說為了讓小朋友能多接觸大自然，多瞭解自然界中生物的奧妙及有趣的生命現象，引發其學習、探索興趣，進而達到寓教於樂的目的。,一~日09:00~16:00,395000000A,120.259998,22.979718,02,2012/09/26 12:00:00,臺南市仁德區一甲里忠義一街38巷26號,886-6-2796037,,,,,免費提供週三下午教師研習會場地(請先預約),
v_104,C1_395000000A_000104,保安火車站,"保安火車站建於1899年，原名為「車路墘驛」建於現址南方約1.5公里處，後為配合車路墘製糖所(現今仁德糖場)運輸之需要，在1914年將車站遷建至現址，戰後,車路墘村改名保安村,1962年車站也更名為保安車站。保安車站是台灣現今保存最完好的日治時期木造車站，站房用阿里山檜木構建而成，至今維持昔日樣貌，建築形式風格獨特、造形優雅，現被台鐵列為觀光車站，與永康車站以「永保安康」紀念車票蔚為風潮。 ",一~日00:00~24:00,395000000A,120.231650,22.932980,03,2012/09/26 12:00:00,臺南市仁德區保安里文賢路一段529巷10號,886-6-2665988,,,,,,車路墘驛
v_105,C1_395000000A_000105,奇美博物館,全國西洋美術館館藏最豐富就位在台南市的奇美博物館！從1992年成立至今，參觀人次已達到每年六十多萬人，館內由西洋繪畫雕塑、樂器、古兵器、自然史、古文物等五個部門組成，豐富多樣，有西元前埃及文物、珍貴名琴，日本武士刀、文藝復興的經典之作，及珍貴鳥類標本等世界各地文化精髓及珍藏，博物館以免門票方式來積極推廣藝術鑑賞，努力實現生活即藝術理想。,"一~日10:00~17:00
週一及單週六休館 
",395000000A,120.243172,22.927247,05,2012/09/26 12:00:00,臺南市仁德區三甲里59-1號,886-6-2660808,設有大型停車場,,,,請電話預約，每週一及每單週的週六休館,
v_106,C1_395000000A_000106,台南‧家具產業生態博物館,前身為永興家具行，五十年家具生產歷史工廠整修而成。實地走訪，可以清楚台灣硬木家具業的歷史與演進，為兼顧典藏、展覽與還原產業原貌功能，館內分別有「典藏展覽館」、「現代東方館」、「成品展示館」及「植栽生態區」、「人才培育區」、「木工體驗區」、「文化會館」及「工匠之家」等。,"
二~五10:00~12:00 13:00~17:00
六~日10:00~17:00
平日週一館休 ",395000000A,120.222471,22.923948,05,2012/09/26 12:00:00,臺南市仁德區二仁路一段321號 ,886-6-2661193,設有小型停車場,,,全票∕150元、優惠票∕120元、（團體）專屬行程∕試營運優惠價80元,團體十五人以上採預約制，請於一星期前預約，入館請勿穿著脫鞋、並請注意服裝、背包上金屬物件避免刮傷家具。,
v_107,C1_395000000A_000107,台南世貿展覽中心,佔地二萬餘坪，室內展館可容納560個3mX3m國際標準攤位，戶外800個平面停車位，可舉辦大型戶外活動。近南科、成大等南部科技、學術重鎮，交通便利，距中山高、南二高約5分鐘車程，距台南機場及台南火車站約20分鐘車程。高鐵台南沙崙站亦近在咫尺，約10分鐘車程。可承辦或協辦大型展覽活動經驗豐富，如資訊月、兒童資訊月、機械展、旅遊展等。業務範圍如下1.展會場地出租 2．展會規劃、諮詢 3．會議設施、事務用品出借 4．廣告文宣業務承辦、諮詢 5．懦慼B住宿、旅遊代辦服務 6．其他相關事項諮詢服務 ,一~日8:00~18:00,395000000A,120.219923,22.947496,05,2012/09/26 12:00:00,臺南市仁德區仁愛里仁愛1211號2樓,886-6-2893718,,,,,,
v_108,C1_395000000A_000108,台南都會公園,"台南都會公園位於台南市仁德區，西北側緊鄰台南市，西側與台南航空站相鄰。週邊有百年歷史的台糖仁德糖廠，保安車站以及清康熙57年創建的保安宮。 
環顧台灣三大都會公園，高雄都會公園屬於垃圾掩埋場再利用的區域森林公園。台中都會公園則為一個台地型的都會自然公園。而台南都會公園，未來將隨著東南側的博物館區興建完成，成為一個人文藝術博物園區。 
本園區因緊鄰三爺公溪，且地勢低漥蓄水容易，因此園區內佔地5公頃的景觀滯洪池不僅僅是視覺賞景焦點，更提供暴雨時期滯洪保水的功能。 
同時，以生態工法營造的水岸，種植有多樣水生植物及誘鳥、誘蝶植栽，景觀滯洪池已然成為各種留鳥、候鳥、昆蟲、植物的棲息空間與覓食環境。沿著水岸棧道民眾可在不擾動生物的狀況下近距離親水，也可遠眺湖光美色…. ",一~日00:00~24:00,395000000A,120.223625,22.937310,02,2012/09/26 12:00:00,臺南市仁德區文華路二段62號,886-6-2664780,,,,,,
v_109,C1_395000000A_000109,北極殿,"玉井北極殿舊稱「大武土龍祖廟北極殿」為台灣恭奉玄天上帝的歷史古廟 
，300多年前，玉井闢墾時，當地仍是一片荒煙蔓草，瘴癘瀰漫，先民常為疾病疫情所苦，為求袪邪去病，便恭請玄天上帝神尊（三帝爺公）恭奉，清康熙56年（1717）36庄信眾為感謝上帝爺公托夢示警，避開了洪水之災，聚資於觀音庵原址重建新殿奉祀，並建後殿同祀觀音菩薩，正式命廟名為「北極殿」。前殿中庭有許多放生烏龜，均為信徒所獻，代表玄帝龜蛇之象徵，數目曾達數百隻，傳說日治時期，殿內還常出現蛇蹤，龜蛇合會，令人稱奇。 ",一~日00:00~24:00,395000000A,120.461470,23.124226,04,2012/09/26 12:00:00,臺南市玉井區中正路102號,886-6-5743788,,,,,,
v_110,C1_395000000A_000110,余清芳抗日紀念碑公園,位於玉井東方虎頭山頂的余清芳紀念碑，是紀念發生在1915年的?吧哖抗日事件。余清芳何許人？他是1915年的抗日英雄，這兒是他的抗日基地，因余清芳抗日，這個地方曾有數萬人被日軍屠殺，在當時甚至引起日本國會倒閣抗議此暴行，可見事件之慘烈。如今，人事過往，留下虎頭山壯烈事蹟紀念碑，讓後人遙想當年烈士拋頭顱、灑熱血之慨。這兒有飄著醇美咖啡香的雅座，若不急於下山，留下啜飲，思古幽情，好好消磨一下，山頂視野開闊，可以盡覽玉井美麗風光。 ,一~日00:00~24:00,395000000A,120.481802,23.129576,12,2012/09/26 12:00:00,台南市玉井區沙田25-66號附近,886-6-5741123,設有小型停車場,,,,,
v_111,C1_395000000A_000111,芒果產業文化資訊館,台灣芒果最早由荷蘭人引進「土芒果」，日治時期則由印度、南洋等地區引入「南洋種」，1961年另由農業試驗所張振宙先生以100棵愛文種苗栽種於玉井區鄭罕池果園，1964年成功開花結果…，沒想到我們愛吃的芒果居然有這麼多的故事，想知道更多芒果的小故事嗎？那得到芒果產業文化資訊館一窺究竟囉！ ,一~日09:00~16:00 ,395000000A,120.466118,23.120006,01,2012/09/26 12:00:00,臺南市玉井區中華路228號,886-6-5748551,大門外有停車位,,,,全年開放，只要到樓下產銷中心跟裡面的員工或主任詢問，就會幫遊客開燈以供參觀,
v_112,C1_395000000A_000112,?吧哖紀念公園,?吧哖紀念公園位於台20與台84交會點，為玉井區門戶，立碑之地為日本屠殺抗日志士之殺戮戰場，玉井區公所結合芒果特產，以巨大的愛文芒果造形作為紀念公園之地標，也成為了進入玉井之最佳識別座標。 ,一~日00:00~24:00,395000000A,120.457438,23.119619,12,2012/09/26 12:00:00,臺南市玉井區中正路27號,886-6-5741141,設有小型停車場,,,,,
v_113,C1_395000000A_000113,黃金海岸,"黃金海岸位於台南市南區，為台南市最南端之海岸線。本地區地形狹長，東有西濱公路(台17)貫穿，南與高雄茄萣相鄰。自台南安平至黃金海岸，有長達近5公里的海岸線，是民眾休閒、踏浪、放風箏的好去處。 
在落日時分，海水與沙灘經夕陽照射後，呈現一片金光閃閃的海岸美景，故有「黃金海岸」美名。 ",一~日00:00~24:00,395000000A,120.176407,22.931470,12,2012/09/26 12:00:00,台南市南區濱南路600號,886-6-2910126,,,,,,
v_114,C1_395000000A_000114,學甲慈濟宮,三級古蹟慈濟宮為台灣保生大帝的開基祖廟，傳明末清初時有福建泉州府同安縣白礁鄉民隨鄭成功來台，迎家鄉神明保生大帝、謝府元帥和中壇元帥同渡黑水溝，移駕學甲後神威顯赫，香火極盛，而現今之規模則是歷經多次整修後的面貌，其中以清咸豐10年(1860)交趾陶大師葉王的壁堵、屋頂裝飾，及1929年的剪黏師何金龍所主持的壁堵裝飾，與潘麗水先生所繪的門神最為出色，而廟前旗杆地上63尺地下9尺，是台灣保存最久最雄偉的大旗杆。 ,一~日00:00~24:00,395000000A,120.180422,23.233080,04,2012/09/26 12:00:00,臺南市學甲區慈生里濟生路170號,886-6-7836110,設有中型停車場,,,,,
v_115,C1_395000000A_000115,頑皮世界野生動物園,想感受非洲草原奔馳的快感嗎？想體驗南極的急凍溫度嗎？想親眼目睹赤道雨林中鱷魚猛獸嗎？台南市有一處野生動物園區，裡頭有來自五大洲，總計千餘種珍奇動物生活在這片佔地20公頃的樂園上－那是學甲區的頑皮世界。頑皮世界園區內模擬原棲環境圈養方式，以低矮柵欄展示，讓人與動物的距離縮為零；各種不同主題動物區，可愛動物區、非洲動物觀賞區…等；除靜態觀賞外，還有騎乘駱駝、搭乘馬車遊園樂、歡樂明星動物表演－頑皮劇場與大象劇場等動態活動。來頑皮世界，讓袋鼠、駱駝、企鵝、羚羊、斑馬、長頸鹿、大象…等動物，陪我們去找回大自然的感動與純真吧！ ,"一~五 08:00~17:30 
六~日 08:00~18:00 ",395000000A,120.209473,23.280901,02,2012/09/26 12:00:00,臺南市學甲區頂州里75-25號,886-6-7810000,設有大型停車場,,,全票480元、優惠票380元、兒童票280元,請勿驚嚇動物，注意防曬,
v_116,C1_395000000A_000116,錦鯉之鄉休閒農場,配合政府推廣休閒漁業政策，學甲錦鯉生態休閒渡假農場於焉成立，達4公頃的廣大面積，兼具休閒、觀光、渡假之功能，有水上咖啡、水上民宿草屋、錦鯉文物館、蘭花及雅石展示，是怡情養性的好所在。除了持續錦鯉生產繁殖的工作外，農場內有一座目前全世界最大的錦鯉觀賞池，水量高達2800公噸，池水清澈可見底，飼養著數百尾非常大型的錦鯉，園內除了觀賞錦鯉，還可以體驗釣青蛙、抱錦鯉、餵錦鯉ㄋㄟㄋㄟ、錦鯉彩繪等。,一~日 09:00~18:00,395000000A,120.199420,23.276240,09,2012/09/26 12:00:00,臺南市學甲區紅茄里113-50號,886-6-7810106,設有小型停車場,,,門票100元可抵消費50元,魚池水深，要小心,
v_117,C1_395000000A_000117,【學甲香】慈濟宮上白礁,"在台灣海峽兩岸有兩座“慈濟宮”，分別是閩南九龍江口龍池岩白礁鄉慈濟宮，另一處就是台南市學甲區慈濟宮，二邊供奉的都是“保生大帝”──宋代民間醫生吳本。 
位於學甲市區中心的慈濟宮，創廟於十七世紀初期，為全台保生大帝的開基祖廟。廟內奉祀的主神保生大帝神像，乃宋代之開基古祖神像，已有八百多年的歷史。 
聞名全台的慈濟宮「上白礁」祭典，從創廟伊始至今未曾中斷過。「上白礁」活動，係由學甲十三庄民於每年三月十一日先民登陸日，組成香陣前往登陸地的頭前寮「請水」謁祖，遙祭中國白礁慈濟宮祖廟的尋根活動。「上白礁」祭典後來演變成學甲大刈香的「學甲香」，其規模之龐大，乃全台之最。 
學甲上白礁的活動，由當地信徒策畫舉行，參與的各式陣頭，藝閣十分琳瑯滿目， 均是台灣民間少見的藝陣，諸如十二婆姐陣，百足真人陣等，遊行的隊伍先在學甲境內進 行瘟庄遶境的活動，然後跟隨著保生大帝的神轎，來到將軍溪畔當年先民登陸的地點， 舉行謁祖祭典，遙祭福建白礁祖廟，最後再進行請水儀式，以表示飲水思源，感念祖德。 ",一~日00:00~24:00,395000000A,120.180422,23.233080,01,2012/09/26 12:00:00,臺南市學甲區慈生里濟生路170號,886-6-7836110,,,,,,
v_118,C1_395000000A_000118,麻豆代天府,代天府主祀五府千歲，1956年啟建，網羅全國著名工匠共同建造，歷經10年完成，廟地3甲餘，分建前、中、後，3大殿及觀音寶殿。左右廊廡倚立，廟宇雄偉，可供數千信眾同時參拜，建築規模相當宏偉，有全國首創樟木所刻之立體浮雕門神、陳專友、李世逸技術精湛的交趾燒、剪黏裝飾，更有大師潘麗水、陳壽彝、蔡草如之彩繪作品，樣樣皆是名家精品。廟後聳立長達76公尺的巨龍，設置天堂、地獄、水晶宮供遊客參觀，亦有勸人為善的教化與遊樂功能，值得細細品味。 ,一~日04:00~21:00,395000000A,120.261095,23.190340,04,2012/09/26 12:00:00,臺南市麻豆區南勢里關帝廟60號,886-6-5722133,設有大型停車場,,,,香油錢請隨意,
v_119,C1_395000000A_000119,海埔池王府,池王爺台灣開基祖－海埔池王府坐落於麻豆區海埔里，奉祀五府千歲－池、李、吳、朱、范五王爺，主神為池王爺，池王爺金尊於明末清初之際供奉來台，至今已有三百多年歷史。1996年間曾舉辦池王府演藝活動，至今仍是相當成功的宗教活動，相傳池王府與南鯤鯓代天府極有淵源，過去麻豆、南鯤鯓之間王爺往來皆以海埔為中間站，故此地有王爺埔之稱，池王府神靈顯赫，香火鼎盛。,一~日00:00~24:00,395000000A,120.211557,23.203981,04,2012/09/26 12:00:00,臺南市麻豆區海埔里80-1號,886-6-5701256,設有大型停車場,,,,注意防曬,
v_120,C1_395000000A_000120,麻豆鱷魚王,麻豆鱷魚王是邱錫河所創設，因為是電視綜藝節目上的常客，所以在國內十分有名，場內飼養鱷魚及一些珍奇異獸，現有166種世界珍奇動物。園內有重達1250台斤的大鱷魚，另有兩棲爬蟲館、世界3大走禽區、突變種動物區、可愛動物區、水生植物區、鳥園。最有特色的動物有白猴、白蛇、白鱷、白鹿、白鱉、白貂、無麟雞、歪頭鵝、雙頭龜、無尾鱷、紅面琵鷺、鰲、羊駝、食火雞、塘鵝、熊狸、袋狐、森蚺等稀有的珍貴動物，有「百獸王」的尊號。 ,一~日08:00~17:30 ,395000000A,120.235212,23.189669,09,2012/09/26 12:00:00,臺南市麻豆區海小埤里91-1號,886-6-5702261,設有中型停車場,,,全票200元，半票150元(學生兒童)殘障人士100元100公分以下孩童免費,請勿驚嚇動物，注意防曬,
v_121,C1_395000000A_000121,總爺藝文中心,總爺藝文中心係由麻豆總爺糖廠轉變而來，總爺糖廠佔地37公頃，有農地、工廠基地與辦公區，總爺藝文中心指的是辦公區，佔地8公頃，這裡綠蔭處處，老樹、綠色隧道、日式建築更是婚紗攝影常拍攝的外景地。糖廠紅樓紅白相間，甚是美麗，更具歷史價值，現已列為古蹟。總爺藝文中心建築獨特，又具歷史地位，綠意盎然，生態豐富，每逢假日，樂聲悠揚，是市內愛好藝文人士的聚集地，也是親子休閒活動的最佳去處，炎炎夏日，順道來支台糖冰棒吧。 ,"
一~日09:00~17:00",395000000A,120.268072,23.184070,05,2012/09/26 12:00:00,臺南市麻豆區南勢里總爺5號,886-6-5718123,停車須停馬路邊,,,,假日有許多藝文相關活動，可先上網查詢，請勿碰觸展覽品,
